username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration
u249402,10,7,3,0,mobile,0,0,0
u249404,285,205,296,8,Unknown,200,2,13824000000
u249405,166,120,182,2,mobile,195,0,0
u249413,14,8,6,0,mobile,2,0,0
u249416,5,0,0,0,mobile,4,0,0
u249438,58,24,54,1,mobile,2,0,0
u249466,7,2,0,0,mobile,1,0,0
u249499,14,9,0,0,mobile,1,0,0
u249561,85,55,68,0,mobile,16,0,0
u249572,15,8,5,1,mobile,0,0,0
u249575,33,18,16,0,mobile,1,0,0
u249576,284,205,271,11,mobile,25,0,0
u249588,23,11,12,0,Unknown,1,1,15552000000
u249589,20,9,10,1,mobile,0,0,0
u249602,26,13,9,0,mobile,0,0,0
u249604,5,3,3,0,mobile,0,0,0
u249605,21,9,10,1,Unknown,0,1,5184000000
u249606,122,80,106,4,mobile,0,0,0
u249610,361,254,216,18,Unknown,2,0,0
u249761,2,0,0,0,mobile,1,0,0
u249767,355,241,349,11,Unknown,55,1,15552000000
u249770,872,546,869,46,mobile,2,0,0
u249774,4,1,0,0,mobile,3,0,0
u249788,16,10,21,0,mobile,13,0,0
u249799,44,25,37,0,mobile,48,1,5184000000
u2498,50,26,37,2,Unknown,1,1,8640000000
u249809,1,1,0,0,mobile,0,0,0
u249820,167,134,150,0,mobile,35,0,0
u249821,22,19,19,0,Unknown,32,1,15552000000
u249833,65,41,66,0,mobile,8,0,0
u249835,242,163,224,7,Unknown,61,1,15552000000
u249856,39,24,40,15,Unknown,0,1,5184000000
u249857,164,97,171,8,mobile,1,0,0
u249894,160,102,143,0,mobile,1,0,0
u2499,118,74,118,7,mobile,0,0,0
u249944,243,135,213,35,mobile,0,1,15552000000
u249950,4,3,0,0,mobile,0,0,0
u249953,37,22,29,6,Unknown,0,1,15552000000
u249955,168,116,182,5,mobile,47,0,0
u249968,6,3,0,0,mobile,0,0,0
u249978,384,229,343,11,Unknown,5,1,15552000000
u249979,228,148,155,4,Unknown,19,1,15552000000
u249982,4,3,0,0,mobile,0,0,0
u249986,159,104,136,3,mobile,48,0,0
u249992,14,6,14,0,mobile,0,0,0
u249996,22,13,12,0,Unknown,0,2,24192000000
u2500,46,19,22,1,web,1,0,0
u250022,5,2,0,0,mobile,0,0,0
u250024,17,5,0,0,mobile,0,0,0
u250030,12,8,10,0,mobile,0,0,0
u250034,0,0,1,0,Unknown,0,1,15552000000
u2501,705,406,537,39,mobile,301,1,31104000000
u250137,26,15,16,0,mobile,0,0,0
u250144,1,0,0,0,mobile,0,0,0
u250150,348,266,272,7,Unknown,109,1,15552000000
u250151,20,7,10,1,mobile,0,0,0
u250169,136,83,133,6,mobile,117,0,0
u250179,991,764,633,14,Unknown,0,1,5184000000
u250180,15,4,0,0,mobile,4,0,0
u250182,175,120,192,5,mobile,184,0,0
u250191,61,38,61,0,mobile,2,0,0
u250194,1853,1163,1827,4,mobile,24,1,5184000000
u2502,271,198,274,0,mobile,69,0,0
u250209,264,165,253,19,Unknown,0,1,15552000000
u250219,29,24,31,0,mobile,0,0,0
u250223,161,119,160,1,mobile,0,0,0
u250224,82,33,75,5,mobile,0,0,0
u250254,371,272,286,1,Unknown,211,1,15552000000
u250283,31,18,14,0,mobile,0,0,0
u2503,1113,695,1047,31,mobile,67,1,8640000000
u250335,25,12,25,0,Unknown,7,1,15552000000
u250340,320,257,201,5,Unknown,90,0,0
u250341,9,4,0,1,mobile,0,0,0
u250354,379,267,345,39,web,0,1,7776000000
u250355,16,7,0,0,mobile,3,0,0
u250357,168,106,180,3,mobile,83,0,0
u250368,492,325,530,22,mobile,464,0,0
u250369,29,16,18,0,mobile,23,0,0
u250378,3,2,0,0,mobile,0,0,0
u250383,297,217,279,14,mobile,1,0,0
u250384,4,3,0,0,mobile,1,0,0
u250392,99,56,86,3,mobile,0,0,0
u2504,834,578,644,1,Unknown,520,1,15552000000
u250430,46,37,42,0,mobile,33,0,0
u250434,5,2,0,1,mobile,13,0,0
u250435,35,23,18,0,mobile,0,0,0
u250446,2012,1447,1900,12,mobile,530,1,18144000000
u250452,148,101,136,2,mobile,75,0,0
u250453,29,15,30,1,mobile,1,0,0
u250541,1200,888,1149,40,Unknown,1251,2,20736000000
u250544,53,28,41,0,mobile,27,0,0
u250552,73,43,61,0,mobile,22,0,0
u250584,436,275,436,16,mobile,244,1,7776000000
u250593,20,7,21,0,mobile,2,0,0
u250594,51,32,54,0,Unknown,13,1,15552000000
u250595,36,24,21,0,mobile,0,0,0
u250621,44,27,44,2,mobile,0,0,0
u250630,10,6,10,0,mobile,0,0,0
u250631,113,62,110,2,Unknown,59,1,15552000000
u250634,2,1,0,0,mobile,0,0,0
u250651,190,110,189,15,mobile,15,0,0
u250678,336,239,328,11,mobile,0,0,0
u250693,130,46,236,30,Unknown,451,1,15552000000
u2507,940,629,1078,2,mobile,279,0,0
u250745,38,22,38,0,mobile,0,0,0
u250746,80,49,79,0,mobile,0,0,0
u250750,722,441,498,13,Unknown,217,0,0
u250751,28,14,15,0,mobile,2,0,0
u250752,698,539,424,0,mobile,290,1,15552000000
u250754,14,12,13,0,mobile,0,0,0
u250780,64,39,53,2,mobile,1,0,0
u250791,224,143,207,3,mobile,4,0,0
u250795,293,216,306,16,Unknown,264,1,5184000000
u250796,1082,807,907,13,Unknown,3,1,15552000000
u250797,18,11,16,0,Unknown,3,1,15552000000
u250810,6,2,0,0,mobile,8,0,0
u250812,122,76,126,6,mobile,3,0,0
u250814,504,276,393,10,Unknown,34,1,15552000000
u250815,97,32,96,10,mobile,17,0,0
u250816,149,113,145,0,Unknown,8,1,5184000000
u250828,10,5,10,0,mobile,0,0,0
u250829,6,5,0,0,mobile,1,0,0
u250862,43,20,40,1,mobile,56,1,15552000000
u250877,38,24,39,2,Unknown,0,2,16416000000
u250916,4,2,0,0,mobile,0,0,0
u250958,1,0,0,0,mobile,0,0,0
u250961,3,1,0,0,mobile,3,0,0
u250977,119,71,109,5,mobile,0,0,0
u250999,41,22,49,1,mobile,65,0,0
u2510,157,90,145,10,Unknown,55,1,31536000000
u251002,3,1,0,0,mobile,0,0,0
u251062,244,138,244,5,mobile,5,0,0
u251064,2,0,0,0,mobile,0,0,0
u251067,6,4,0,0,mobile,0,0,0
u251072,20,11,13,0,mobile,3,0,0
u251076,855,663,488,18,Unknown,504,1,5184000000
u2511,131,77,118,0,mobile,0,1,5184000000
u251100,6,2,0,0,mobile,0,0,0
u251103,47,39,54,0,mobile,150,0,0
u251104,283,193,299,0,mobile,92,0,0
u251107,3,2,0,0,mobile,0,0,0
u251116,82,55,44,0,Unknown,38,0,0
u251163,179,108,183,5,mobile,267,0,0
u251177,15,10,0,0,mobile,0,0,0
u251189,7,2,0,0,mobile,0,0,0
u2512,293,192,280,9,Unknown,3,1,15552000000
u251214,8,4,0,0,mobile,0,0,0
u251265,404,290,382,23,Unknown,1,1,15552000000
u251266,15,4,0,0,mobile,0,0,0
u251272,17,9,1,0,mobile,1,0,0
u251274,3,1,0,0,mobile,0,0,0
u251288,4,3,0,0,mobile,0,0,0
u251289,68,50,52,8,mobile,0,1,15552000000
u251303,39,27,42,8,Unknown,12,2,31104000000
u251306,10,2,0,0,mobile,0,0,0
u251307,19,8,13,0,mobile,5,0,0
u251311,237,139,188,1,Unknown,8,1,15552000000
u251315,2,1,2,0,mobile,0,0,0
u251316,1,0,0,0,mobile,2,0,0
u251328,15,10,0,0,mobile,0,0,0
u251338,96,61,80,1,mobile,7,0,0
u251339,14,5,0,0,mobile,2,0,0
u2514,17,4,10,2,mobile,0,0,0
u251458,14,13,15,0,Unknown,8,1,15552000000
u251463,9,5,0,0,web,1,0,0
u251464,1189,935,622,22,Unknown,1,1,15552000000
u251465,247,160,226,7,Unknown,0,2,10368000000
u251471,16,10,6,0,mobile,1,0,0
u251473,10,7,10,0,mobile,0,0,0
u251474,3,1,0,0,mobile,1,0,0
u251477,15,3,0,0,mobile,5,0,0
u251498,43,25,43,2,mobile,0,0,0
u251499,69,40,61,1,mobile,45,0,0
u2515,268,99,339,19,mobile,321,1,15552000000
u251501,587,423,588,24,mobile,656,1,7776000000
u251507,85,46,76,0,mobile,34,0,0
u251511,597,432,356,0,web,1,0,0
u251515,14,8,0,0,mobile,1,0,0
u251517,4,3,0,0,mobile,1,0,0
u251529,4,1,0,0,mobile,0,0,0
u251538,3,1,0,0,mobile,0,0,0
u251539,16,11,13,1,Unknown,0,1,15552000000
u251566,13,4,13,0,mobile,2,0,0
u251598,111,77,95,2,mobile,0,0,0
u251610,2,1,0,0,mobile,0,0,0
u251611,15,12,0,0,mobile,5,0,0
u251659,1132,554,1104,45,mobile,10,1,31104000000
u251662,9,2,0,0,mobile,0,0,0
u251667,23,8,5,0,mobile,0,0,0
u251670,145,95,106,6,Unknown,6,1,15552000000
u251675,15,9,0,0,mobile,0,0,0
u251677,1488,1130,1334,137,mobile,690,1,5184000000
u251688,116,71,101,6,mobile,0,0,0
u251698,121,77,97,0,Unknown,0,1,15552000000
u251699,72,40,54,0,mobile,1,0,0
u251700,4,1,0,0,mobile,2,0,0
u251703,15,10,0,0,mobile,3,0,0
u251704,26,10,10,0,mobile,0,1,15552000000
u251706,4,3,2,0,mobile,0,0,0
u251712,20,15,15,0,mobile,0,0,0
u251714,141,106,130,2,mobile,1,0,0
u251715,15,5,0,0,mobile,0,0,0
u251729,8,5,0,0,mobile,0,0,0
u251739,88,51,72,3,mobile,10,0,0
u251765,16,8,1,0,mobile,0,0,0
u251836,14,7,0,0,mobile,17,0,0
u251842,37,12,21,2,mobile,9,0,0
u251843,39,15,29,1,mobile,27,0,0
u251845,78,49,70,0,mobile,142,1,15552000000
u251851,70,41,59,1,mobile,1,0,0
u251852,6,3,0,0,web,0,0,0
u251854,14,7,0,0,mobile,0,0,0
u251855,16,2,8,0,mobile,0,0,0
u251857,21,15,11,0,mobile,2,0,0
u251868,13,8,0,0,mobile,4,0,0
u251878,387,258,396,19,mobile,80,0,0
u251879,22,11,5,0,mobile,1,0,0
u251882,10,3,0,0,mobile,0,0,0
u251883,15,2,0,0,mobile,1,0,0
u251884,15,7,0,0,mobile,0,0,0
u251890,15,4,0,0,mobile,0,0,0
u251893,15,11,0,0,mobile,0,0,0
u251894,16,5,0,0,mobile,1,0,0
u251897,76,41,68,2,mobile,68,0,0
u251919,5,1,0,0,mobile,0,0,0
u251921,32,20,22,2,mobile,14,0,0
u251926,385,264,372,2,mobile,0,0,0
u251932,15,5,0,0,mobile,0,0,0
u251936,3,2,0,0,mobile,0,0,0
u251943,4,1,0,0,mobile,0,0,0
u251956,29,17,13,0,mobile,5,0,0
u251957,23,10,9,0,mobile,8,0,0
u251980,55,36,39,0,mobile,1,0,0
u251981,7,1,0,2,Unknown,0,1,15552000000
u251994,3,3,0,0,mobile,0,0,0
u252008,18,5,2,0,mobile,0,0,0
u252020,1,1,0,0,mobile,0,0,0
u252021,15,5,0,0,mobile,0,0,0
u252023,7,4,0,0,mobile,0,0,0
u252030,4,2,0,0,mobile,0,0,0
u252031,4,3,2,0,mobile,0,0,0
u252034,15,2,0,0,mobile,0,0,0
u252046,16,8,0,0,mobile,0,0,0
u252085,3,3,0,0,mobile,0,0,0
u252090,23,10,6,0,mobile,0,0,0
u252091,3,1,0,0,mobile,0,0,0
u252132,93,58,76,3,Unknown,75,1,15552000000
u252140,3,1,0,0,mobile,1,0,0
u252141,2,0,0,0,mobile,0,0,0
u252146,9,5,0,0,mobile,2,0,0
u252152,393,236,403,141,mobile,238,1,15552000000
u252154,4,2,0,0,mobile,0,0,0
u252155,131,74,134,25,Unknown,0,1,7776000000
u252168,9,1,0,0,mobile,0,0,0
u252181,19,10,1,0,mobile,0,0,0
u252184,36,16,20,1,mobile,0,0,0
u252185,106,68,90,1,mobile,0,0,0
u252187,193,152,124,2,Unknown,0,1,15552000000
u252192,1,1,0,0,mobile,11,0,0
u252194,20,7,10,2,mobile,0,0,0
u252197,30,15,13,0,mobile,0,0,0
u252209,26,16,9,0,mobile,0,0,0
u252218,15,8,0,0,mobile,0,0,0
u252223,202,129,103,6,Unknown,171,1,7776000000
u252224,262,178,244,8,mobile,111,0,0
u252227,89,52,74,0,Unknown,28,1,15552000000
u252230,79,54,54,0,mobile,0,0,0
u252231,40,16,23,0,mobile,18,0,0
u252236,122,76,104,1,Unknown,40,1,15552000000
u252237,4,4,0,0,mobile,0,0,0
u252287,35,14,18,0,mobile,3,0,0
u252292,106,60,90,2,mobile,0,0,0
u252318,29,16,29,2,mobile,0,0,0
u252319,317,207,258,0,Unknown,164,1,15552000000
u252347,7,1,0,0,mobile,0,0,0
u252351,55,18,41,0,mobile,0,0,0
u252352,329,249,268,10,Unknown,0,2,25920000000
u252357,10,7,0,0,mobile,0,0,0
u252369,95,68,84,3,mobile,0,0,0
u252382,9,5,0,0,mobile,0,0,0
u252386,2944,1776,2941,5,mobile,1,0,0
u252392,4,1,0,0,mobile,4,0,0
u252397,57,36,46,0,mobile,1,0,0
u252408,20,8,10,0,mobile,0,0,0
u252422,7,2,0,0,mobile,0,0,0
u252431,10,3,0,0,mobile,1,0,0
u252435,20,7,9,0,mobile,0,0,0
u252437,121,73,110,2,mobile,14,0,0
u252456,346,228,365,15,Unknown,285,1,15552000000
u252522,424,298,425,42,Unknown,5,2,31104000000
u252537,10,1,0,0,mobile,1,0,0
u252540,10,6,10,0,mobile,1,0,0
u252544,87,43,77,4,Unknown,2,2,19872000000
u252545,9,3,0,0,mobile,0,0,0
u252546,9,4,0,0,mobile,0,0,0
u252552,7,2,0,0,mobile,2,0,0
u252554,9,6,0,0,mobile,0,0,0
u252555,42,27,33,0,mobile,8,0,0
u252578,57,20,57,0,Unknown,0,1,15552000000
u252581,35,19,25,0,mobile,0,0,0
u252582,9,4,0,0,mobile,2,0,0
u252583,23,14,26,0,Unknown,13,2,24192000000
u252593,151,91,140,4,mobile,0,0,0
u252595,6,3,0,0,web,2,0,0
u252596,15,6,4,0,mobile,1,0,0
u252619,1,0,0,0,mobile,9,0,0
u252622,6,1,0,0,mobile,2,0,0
u252626,7,3,0,0,mobile,3,0,0
u252631,20,15,10,0,mobile,0,0,0
u252632,111,70,118,0,mobile,58,0,0
u252634,120,82,119,3,mobile,43,0,0
u252636,7,1,0,0,mobile,0,0,0
u252637,26,10,19,0,web,0,0,0
u252683,29,14,30,1,Unknown,4,1,8640000000
u252734,11,3,0,0,mobile,0,0,0
u252740,10,3,0,0,mobile,0,0,0
u252747,4,2,0,0,mobile,18,0,0
u252751,14,8,4,0,mobile,0,0,0
u252752,20,14,9,2,mobile,0,0,0
u252754,24,13,13,0,mobile,3,0,0
u252756,77,50,67,0,mobile,3,0,0
u252769,22,11,22,0,Unknown,0,1,15552000000
u252781,70,45,65,4,mobile,0,1,15552000000
u252784,6,3,0,0,mobile,2,0,0
u252787,60,33,56,0,mobile,0,0,0
u252796,9,4,0,0,mobile,0,0,0
u252797,7,2,0,0,mobile,3,0,0
u2528,409,258,240,8,mobile,54,1,2592000000
u252813,9,3,0,0,mobile,0,0,0
u252816,33,18,22,3,mobile,0,0,0
u252817,231,124,218,11,mobile,2,0,0
u252838,16,8,16,0,Unknown,5,1,15552000000
u252839,35,18,25,1,mobile,2,0,0
u252867,9,4,0,0,mobile,1,0,0
u252873,709,456,680,10,Unknown,450,1,5184000000
u252913,7,2,0,0,mobile,1,0,0
u252948,20,7,10,1,mobile,0,0,0
u252963,18,8,8,0,mobile,0,0,0
u252964,9,1,0,0,mobile,0,0,0
u252971,10,2,0,0,mobile,0,0,0
u252989,5,1,0,0,mobile,3,0,0
u252998,1,0,1,0,mobile,0,0,0
u253007,7,0,0,0,mobile,0,0,0
u253013,30,11,25,4,mobile,0,0,0
u253060,10,4,1,1,mobile,0,0,0
u253061,24,8,14,0,mobile,1,0,0
u253065,9,4,0,0,mobile,0,0,0
u253070,30,14,20,0,mobile,1,0,0
u253071,9,1,0,0,mobile,0,0,0
u253076,7,1,0,0,mobile,0,0,0
u253098,1000,648,910,40,Unknown,1952,1,15552000000
u253099,9,3,0,0,mobile,1,0,0
u253102,5,1,0,0,mobile,0,0,0
u253103,49,27,40,0,mobile,87,0,0
u253107,2,2,0,0,mobile,5,0,0
u253112,3,1,0,0,mobile,0,0,0
u253113,0,0,3,0,web,0,0,0
u253115,9,4,0,0,mobile,0,0,0
u253116,1,1,0,0,mobile,0,0,0
u253117,9,3,0,0,mobile,0,0,0
u253128,8,5,0,0,mobile,0,0,0
u253172,9,6,0,0,mobile,0,0,0
u253173,15,9,14,0,mobile,2,0,0
u253198,8,2,0,0,mobile,0,0,0
u253199,8,3,0,0,mobile,0,0,0
u253204,6,2,0,0,mobile,0,0,0
u253238,20,10,10,0,mobile,0,0,0
u253258,7,1,0,0,mobile,1,0,0
u253262,13,12,15,0,web,1,0,0
u253265,10,6,10,0,mobile,1,0,0
u253270,547,327,476,31,Unknown,32,1,5184000000
u253272,0,0,0,0,mobile,0,0,0
u253277,57,29,46,4,mobile,0,0,0
u253301,7,1,0,0,mobile,0,0,0
u253304,699,536,403,36,Unknown,506,1,15552000000
u253306,9,4,0,0,mobile,0,0,0
u253311,24,8,15,2,mobile,7,0,0
u253314,20,11,10,0,mobile,1,0,0
u253316,100,69,95,1,mobile,0,0,0
u253328,28,20,21,0,mobile,1,0,0
u253358,227,149,243,13,mobile,143,0,0
u253359,13,8,2,0,mobile,3,0,0
u253416,30,16,20,1,mobile,0,0,0
u253462,10,6,4,0,mobile,1,0,0
u253463,181,110,159,9,mobile,1,0,0
u253471,10,5,3,0,mobile,0,0,0
u253473,6,2,0,0,mobile,0,0,0
u253474,7,5,0,0,mobile,0,0,0
u253476,7,1,0,0,mobile,0,0,0
u253489,6,2,0,0,mobile,0,0,0
u253498,4,2,0,0,mobile,0,0,0
u253503,9,6,0,0,mobile,0,0,0
u253510,9,2,0,0,mobile,0,0,0
u253511,12,8,11,0,mobile,0,0,0
u253512,9,0,0,0,mobile,1,0,0
u253514,19,10,10,0,mobile,9,0,0
u253517,8,1,0,0,mobile,0,0,0
u253528,9,4,0,0,mobile,5,0,0
u253529,33,21,22,0,mobile,0,0,0
u253589,10,4,0,0,mobile,4,0,0
u253600,23,9,14,0,mobile,14,0,0
u253649,20,7,10,0,mobile,2,0,0
u253658,10,6,0,0,mobile,0,0,0
u253661,38,20,30,1,mobile,28,0,0
u253663,8,5,0,0,mobile,0,0,0
u253664,9,6,0,0,mobile,0,0,0
u253666,33,19,25,2,mobile,0,0,0
u253667,57,27,50,1,mobile,0,0,0
u253670,8,5,0,0,mobile,0,0,0
u253675,20,8,10,0,mobile,0,0,0
u253677,112,66,104,5,mobile,0,0,0
u253688,30,19,19,0,mobile,0,0,0
u253689,1,0,0,0,mobile,0,0,0
u253702,10,5,1,0,mobile,1,0,0
u253703,141,74,145,1,mobile,45,0,0
u253706,51,34,41,0,mobile,4,0,0
u253714,37,19,27,0,mobile,1,0,0
u253716,6,3,0,0,mobile,0,0,0
u253729,191,98,66,0,Unknown,0,1,15552000000
u253738,9,1,0,0,mobile,0,0,0
u253761,7,3,0,0,mobile,2,0,0
u253774,9,4,0,0,mobile,0,0,0
u253775,3,1,0,0,mobile,0,0,0
u253827,14,6,3,0,mobile,3,0,0
u253844,6,3,0,0,mobile,0,0,0
u253845,6,4,0,0,mobile,1,0,0
u253847,10,3,6,0,mobile,1,0,0
u253850,15,5,4,0,mobile,0,0,0
u253857,8,4,0,0,mobile,0,0,0
u253881,1,1,1,0,Unknown,0,1,15552000000
u253882,197,116,189,18,mobile,75,1,15552000000
u253890,15,8,15,0,Unknown,18,1,15552000000
u253891,9,3,0,0,mobile,0,0,0
u253894,33,20,23,0,mobile,11,0,0
u2539,94,61,84,1,mobile,3,0,0
u253909,7,6,0,0,mobile,1,0,0
u253920,16,9,6,0,mobile,0,0,0
u253922,8,5,0,0,mobile,0,0,0
u253926,14,4,3,0,mobile,0,0,0
u253930,15,9,5,0,mobile,3,0,0
u253931,16,10,5,0,mobile,1,0,0
u253934,13,5,3,0,mobile,0,0,0
u253935,6,1,0,0,mobile,0,0,0
u253946,10,5,2,0,mobile,10,0,0
u253953,1,0,0,0,mobile,2,0,0
u253990,10,2,0,0,mobile,2,0,0
u254040,9,4,0,0,mobile,1,0,0
u254041,79,51,46,3,Unknown,12,1,7776000000
u254042,6,4,0,0,mobile,0,0,0
u254044,10,4,0,0,mobile,0,0,0
u254045,1,1,0,3,mobile,0,0,0
u254050,10,6,8,0,mobile,0,0,0
u254052,27,14,17,0,mobile,3,0,0
u254055,7,4,0,0,mobile,0,0,0
u254069,44,27,44,3,mobile,0,0,0
u254080,6,3,0,0,mobile,0,0,0
u254081,6,2,0,0,mobile,0,0,0
u254082,44,30,34,1,mobile,0,0,0
u254083,10,3,0,0,mobile,2,0,0
u254087,24,12,15,0,mobile,4,0,0
u254096,27,8,23,7,mobile,8,0,0
u254097,3,2,0,0,mobile,0,0,0
u254119,56,25,52,2,mobile,0,0,0
u254122,8,7,0,0,mobile,0,0,0
u254124,5,1,0,0,mobile,0,0,0
u254131,20,6,11,0,mobile,1,0,0
u254136,9,5,0,0,mobile,0,0,0
u254184,9,4,0,0,mobile,0,0,0
u254185,17,12,6,0,mobile,2,0,0
u254190,7,4,0,0,mobile,0,0,0
u254219,8,4,0,0,mobile,0,0,0
u254256,15,8,4,0,mobile,2,0,0
u254257,24,13,14,0,mobile,1,0,0
u254268,9,3,0,0,mobile,1,0,0
u254281,9,6,4,0,mobile,0,0,0
u254284,17,15,6,0,mobile,1,0,0
u254285,9,4,0,0,mobile,0,0,0
u254296,19,13,11,1,mobile,2,0,0
u254324,9,4,9,0,mobile,0,0,0
u254325,10,7,6,0,mobile,0,0,0
u254331,10,4,0,1,mobile,0,0,0
u254332,9,4,0,0,mobile,0,0,0
u254334,21,13,21,2,Unknown,0,1,15552000000
u254392,10,3,0,1,mobile,1,0,0
u254393,10,4,0,0,mobile,0,0,0
u254422,1089,772,832,127,Unknown,266,1,15552000000
u254423,90,55,80,3,mobile,0,0,0
u254436,42,16,32,0,mobile,6,0,0
u254437,8,5,0,0,mobile,1,0,0
u254440,1,0,0,0,mobile,0,0,0
u254444,160,110,149,2,Unknown,28,1,5184000000
u254445,29,21,27,0,mobile,9,0,0
u254450,5,3,0,0,mobile,5,0,0
u254451,9,4,0,0,mobile,1,0,0
u254452,4,1,0,0,mobile,0,0,0
u254454,9,3,0,0,mobile,0,0,0
u254469,13,6,3,0,mobile,1,0,0
u254478,259,90,250,4,mobile,7,0,0
u254484,39,21,29,0,mobile,0,0,0
u254485,13,5,3,0,mobile,0,0,0
u254486,163,106,153,11,mobile,0,0,0
u254490,21,10,10,0,mobile,2,0,0
u254491,9,3,0,0,mobile,3,0,0
u254493,5,4,0,0,mobile,3,0,0
u254494,9,2,0,0,mobile,0,0,0
u254497,5,2,0,0,mobile,5,0,0
u254509,7,3,0,0,mobile,0,0,0
u254525,2,1,0,0,mobile,12,0,0
u254531,14,7,3,0,mobile,0,0,0
u254532,9,2,0,0,mobile,0,0,0
u254533,6,4,5,0,mobile,0,0,0
u254537,15,9,4,0,mobile,1,0,0
u254580,55,33,37,1,Unknown,8,1,15552000000
u254643,8,5,0,0,mobile,0,0,0
u254644,20,5,9,1,mobile,2,0,0
u254645,9,2,0,0,mobile,0,0,0
u254646,1,0,0,0,mobile,2,0,0
u254647,9,5,0,0,mobile,0,0,0
u254651,10,5,0,0,mobile,0,0,0
u254653,9,4,0,0,mobile,0,0,0
u254654,1,1,1,0,Unknown,13,1,15552000000
u254655,4,2,0,0,mobile,0,0,0
u254656,7,2,0,0,mobile,0,0,0
u254686,9,6,0,0,mobile,0,0,0
u254687,65,55,65,2,web,8,0,0
u254690,339,227,410,17,mobile,396,0,0
u254692,9,4,0,0,mobile,1,0,0
u254693,8,3,0,0,mobile,1,0,0
u254696,9,6,0,0,mobile,0,0,0
u254697,9,4,0,0,mobile,0,0,0
u254709,61,32,49,0,mobile,0,0,0
u254718,19,10,0,0,mobile,2,0,0
u254721,1696,977,1088,57,Unknown,2577,1,5184000000
u254722,2127,1518,1280,23,Unknown,0,1,15552000000
u254725,21,13,11,0,mobile,0,0,0
u254726,9,3,0,0,mobile,0,0,0
u254730,4,3,0,0,mobile,0,0,0
u254731,6,2,0,0,mobile,1,0,0
u254733,47,22,36,0,mobile,1,0,0
u254755,7,3,0,0,mobile,0,0,0
u254797,54,37,34,1,mobile,0,1,8640000000
u254806,6,4,0,0,mobile,6,0,0
u254807,8,3,0,0,mobile,0,0,0
u254848,9,5,0,0,mobile,0,0,0
u254849,2,1,0,0,mobile,0,0,0
u254860,5,1,0,0,mobile,0,0,0
u254865,5,1,0,0,mobile,0,0,0
u254867,12,3,1,0,mobile,3,0,0
u254876,15,9,11,0,mobile,0,0,0
u254888,24,10,13,1,mobile,0,0,0
u254889,8,4,0,0,mobile,0,0,0
u254899,9,2,0,0,mobile,0,0,0
u254905,19,10,18,0,mobile,0,0,0
u254910,14,7,3,0,mobile,0,0,0
u254913,10,5,0,0,mobile,0,0,0
u254915,9,3,0,0,mobile,0,0,0
u254916,14,7,3,0,mobile,0,0,0
u254928,3,2,0,0,mobile,0,0,0
u254929,63,26,49,0,mobile,0,0,0
u254938,127,85,136,1,mobile,190,0,0
u254966,13,3,3,0,mobile,0,0,0
u254972,100,51,90,0,mobile,2,0,0
u254973,53,34,43,2,mobile,0,0,0
u255000,7,2,0,0,mobile,2,0,0
u255006,2,0,3,17,Unknown,0,1,15552000000
u255014,7,3,0,0,mobile,0,0,0
u255016,37,22,26,0,mobile,6,0,0
u255039,8,2,0,0,mobile,0,0,0
u255066,10,5,1,0,mobile,0,0,0
u255073,13,7,3,0,mobile,0,0,0
u255098,2,2,2,0,web,0,0,0
u255113,9,2,0,0,mobile,0,0,0
u255159,10,4,3,0,mobile,0,0,0
u255162,5,2,0,0,mobile,1,0,0
u255163,3,1,0,0,mobile,0,0,0
u255172,7,3,0,0,mobile,0,0,0
u255175,7,2,0,0,mobile,0,0,0
u255198,9,4,0,0,mobile,0,0,0
u255201,9,3,0,0,mobile,0,0,0
u255206,8,3,0,0,mobile,0,0,0
u255212,91,48,81,2,mobile,15,1,5184000000
u255214,9,3,0,0,mobile,1,0,0
u255216,56,36,55,1,mobile,0,0,0
u255228,47,31,36,0,mobile,1,1,15552000000
u255258,5,2,0,0,mobile,1,0,0
u255259,5,3,0,0,mobile,0,0,0
u255271,27,17,17,1,mobile,0,0,0
u255304,9,7,0,0,mobile,1,0,0
u255311,3,2,0,0,mobile,0,0,0
u255358,16,13,5,0,mobile,0,0,0
u255361,10,9,10,0,mobile,0,0,0
u255363,10,3,0,0,mobile,0,0,0
u255365,21,9,11,0,mobile,2,0,0
u255371,6,1,0,0,mobile,0,0,0
u255372,10,4,0,0,mobile,0,0,0
u255376,486,220,486,4,mobile,3,0,0
u255377,54,33,43,0,mobile,0,0,0
u255388,2,0,0,0,mobile,0,0,0
u255398,8,3,0,0,mobile,0,0,0
u255400,10,1,3,1,mobile,0,0,0
u255402,27,12,18,0,mobile,9,0,0
u255412,3,1,0,0,mobile,12,0,0
u255414,9,4,0,0,mobile,8,0,0
u255417,62,31,63,0,Unknown,0,1,15552000000
u255462,10,4,0,0,mobile,1,0,0
u255477,7,2,0,0,mobile,0,0,0
u255517,227,121,227,14,Unknown,17,1,15552000000
u255549,77,42,70,2,mobile,17,0,0
u255558,9,5,0,0,mobile,3,0,0
u255559,948,660,701,70,Unknown,390,1,15552000000
u255563,51,25,40,2,mobile,5,0,0
u255574,1,0,0,0,mobile,0,0,0
u255577,8,6,0,0,mobile,0,0,0
u255588,230,162,222,5,mobile,15,0,0
u255589,4198,2924,2876,36,web,1503,0,0
