,username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration,accuracy
1086,u15979,727,434,552,14,web,0,2,5520.0,0.5969738651994498
1087,u15980,29,13,0,0,mobile,12,0,0.0,0.4482758620689655
1088,u15981,7,1,0,0,mobile,1,0,0.0,0.14285714285714285
1089,u15983,9,3,0,0,web,0,0,0.0,0.3333333333333333
1090,u15987,66,38,69,15,mobile,0,1,2400.0,0.5757575757575758
1091,u15993,7,4,1,0,mobile,0,0,0.0,0.5714285714285714
1092,u160,11,4,3,1,mobile,0,0,0.0,0.36363636363636365
1093,u16026,7,3,2,13,Unknown,1,1,2400.0,0.42857142857142855
1094,u16032,4,0,0,0,mobile,0,0,0.0,0.0
1095,u16040,82,55,74,0,mobile,2,0,0.0,0.6707317073170732
1096,u16045,19,8,19,0,mobile,4,0,0.0,0.42105263157894735
1097,u16051,11,8,5,3,mobile,28,0,0.0,0.7272727272727273
1098,u16052,10,5,2,0,Unknown,0,2,2160.0,0.5
1099,u16053,55,19,48,6,web,11,0,0.0,0.34545454545454546
1100,u16078,154,102,160,9,mobile,79,1,1200.0,0.6623376623376623
1101,u16079,9,4,1,0,mobile,0,0,0.0,0.4444444444444444
1102,u1608,850,671,396,15,Unknown,22,1,1440.0,0.7894117647058824
1103,u16080,28,22,17,0,mobile,0,0,0.0,0.7857142857142857
1104,u16082,47,26,40,1,web,0,0,0.0,0.5531914893617021
1105,u16083,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
1106,u16084,108,60,98,0,mobile,2,0,0.0,0.5555555555555556
1107,u16085,58,38,56,0,mobile,16,0,0.0,0.6551724137931034
1108,u16086,6,2,0,0,web,1,0,0.0,0.3333333333333333
1109,u1609,78,47,70,2,mobile,0,0,0.0,0.6025641025641025
1110,u16090,140,62,95,15,Unknown,98,1,1200.0,0.44285714285714284
1111,u16093,407,262,412,6,mobile,7,0,0.0,0.6437346437346437
1112,u16094,26,15,21,5,Unknown,0,1,1200.0,0.5769230769230769
1113,u16095,100,55,90,0,mobile,0,0,0.0,0.55
1114,u16096,735,569,662,45,Unknown,374,1,4320.0,0.7741496598639456
1115,u16097,31,20,34,4,mobile,0,0,0.0,0.6451612903225806
1116,u161,29,18,22,2,mobile,0,0,0.0,0.6206896551724138
1117,u16118,7,3,0,0,mobile,1,0,0.0,0.42857142857142855
1118,u16120,86,50,83,4,mobile,8,0,0.0,0.5813953488372093
1119,u16121,352,200,383,8,mobile,33,0,0.0,0.5681818181818182
1120,u16123,21,9,14,2,mobile,1,0,0.0,0.42857142857142855
1121,u16130,305,198,298,2,web,3,0,0.0,0.6491803278688525
1122,u16131,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
1123,u16132,182,124,177,8,Unknown,0,1,2400.0,0.6813186813186813
1124,u16134,102,57,91,7,Unknown,116,1,2400.0,0.5588235294117647
1125,u16137,16,4,6,0,mobile,2,0,0.0,0.25
1126,u16146,11,4,0,0,mobile,0,0,0.0,0.36363636363636365
1127,u16147,11,4,0,0,mobile,0,0,0.0,0.36363636363636365
1128,u16152,49,34,45,0,mobile,6,1,2880.0,0.6938775510204082
1129,u1618,2576,1938,1316,80,Unknown,2,1,2880.0,0.7523291925465838
1130,u1619,234,170,224,2,mobile,0,0,0.0,0.7264957264957265
1131,u16190,6,3,0,0,web,0,0,0.0,0.5
1132,u16191,95,56,89,1,mobile,58,0,0.0,0.5894736842105263
1133,u162,1459,1128,1490,63,mobile,1968,0,0.0,0.7731322823851954
1134,u1620,504,273,575,37,mobile,300,2,2640.0,0.5416666666666666
1135,u1621,260,146,254,72,mobile,76,1,4320.0,0.5615384615384615
1136,u1622,315,207,273,28,mobile,25,1,1200.0,0.6571428571428571
1137,u1623,175,134,86,4,mobile,25,0,0.0,0.7657142857142857
1138,u1624,127,72,55,5,mobile,5,1,8640.0,0.5669291338582677
1139,u16242,5,4,0,0,mobile,0,0,0.0,0.8
1140,u16243,6,4,0,0,web,8,0,0.0,0.6666666666666666
1141,u16244,3,0,0,0,mobile,0,0,0.0,0.0
1142,u16245,24,15,17,0,mobile,0,0,0.0,0.625
1143,u1625,1661,1135,1814,77,Unknown,1285,1,4320.0,0.6833232992173389
1144,u16251,1622,1112,1388,140,mobile,84,2,6120.0,0.6855733662145499
1145,u16255,6,3,0,0,mobile,0,0,0.0,0.5
1146,u16256,25,11,14,0,mobile,0,0,0.0,0.44
1147,u16257,61,45,54,7,Unknown,0,1,1200.0,0.7377049180327869
1148,u16269,6,3,0,0,mobile,0,0,0.0,0.5
1149,u16278,6,3,0,0,web,1,2,8640.0,0.5
1150,u16280,10,7,0,0,web,0,0,0.0,0.7
1151,u16281,62,39,52,1,mobile,0,1,4320.0,0.6290322580645161
1152,u16283,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1153,u16285,14,6,14,0,Unknown,0,2,5040.0,0.42857142857142855
1154,u16286,95,48,86,6,mobile,7,0,0.0,0.5052631578947369
1155,u16287,9,5,2,0,Unknown,0,1,2400.0,0.5555555555555556
1156,u16292,58,40,54,0,mobile,13,1,2400.0,0.6896551724137931
1157,u16293,14,5,3,0,mobile,0,0,0.0,0.35714285714285715
1158,u16295,11,5,0,0,mobile,1,0,0.0,0.45454545454545453
1159,u16296,265,192,291,7,mobile,4,1,4320.0,0.7245283018867924
1160,u163,74,49,66,14,mobile,0,0,0.0,0.6621621621621622
1161,u16308,316,177,310,10,mobile,59,0,0.0,0.560126582278481
1162,u1631,1084,572,1083,35,Unknown,345,2,6720.0,0.5276752767527675
1163,u1632,350,131,186,16,mobile,0,1,2400.0,0.3742857142857143
1164,u16321,33,10,23,2,Unknown,1,1,1800.0,0.30303030303030304
1165,u16323,1094,850,1341,0,mobile,1063,0,0.0,0.7769652650822669
1166,u16324,8,3,1,6,Unknown,2,1,720.0,0.375
1167,u16325,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1168,u16326,6,4,0,0,web,0,0,0.0,0.6666666666666666
1169,u1633,552,382,553,25,mobile,2,1,1200.0,0.6920289855072463
1170,u16333,6,3,0,0,web,1,0,0.0,0.5
1171,u16334,15,7,8,0,mobile,0,0,0.0,0.4666666666666667
1172,u16335,44,21,34,0,Unknown,0,1,2400.0,0.4772727272727273
1173,u16336,161,104,176,2,mobile,75,0,0.0,0.6459627329192547
1174,u1634,6,3,0,0,mobile,0,0,0.0,0.5
1175,u1635,351,259,353,123,Unknown,76,1,2400.0,0.7378917378917379
1176,u16351,56,34,48,2,mobile,0,0,0.0,0.6071428571428571
1177,u1636,127,85,122,0,mobile,9,0,0.0,0.6692913385826772
1178,u1637,385,242,398,23,mobile,389,1,1200.0,0.6285714285714286
1179,u16378,9,4,0,0,mobile,0,0,0.0,0.4444444444444444
1180,u16379,93,62,90,1,mobile,107,0,0.0,0.6666666666666666
1181,u16386,578,376,571,1,web,147,0,0.0,0.6505190311418685
1182,u16393,7,2,0,1,web,0,0,0.0,0.2857142857142857
1183,u164,1671,711,1032,33,mobile,502,1,1440.0,0.4254937163375224
1184,u1640,643,411,579,22,mobile,208,1,4320.0,0.6391912908242613
1185,u1641,58,18,34,1,mobile,0,1,1200.0,0.3103448275862069
1186,u16422,10,6,0,0,mobile,0,0,0.0,0.6
1187,u16423,40,30,35,0,mobile,0,0,0.0,0.75
1188,u16436,93,61,78,1,mobile,0,0,0.0,0.6559139784946236
1189,u16437,139,94,141,2,mobile,40,0,0.0,0.6762589928057554
1190,u16440,148,96,261,11,mobile,2,1,2400.0,0.6486486486486487
1191,u16441,7,1,0,0,mobile,0,0,0.0,0.14285714285714285
1192,u16443,199,148,170,23,mobile,3,1,1200.0,0.7437185929648241
1193,u16444,611,324,268,8,Unknown,16,1,1800.0,0.530278232405892
1194,u16452,169,107,221,5,mobile,17,0,0.0,0.6331360946745562
1195,u16453,110,82,122,4,mobile,127,0,0.0,0.7454545454545455
1196,u16455,25,22,21,0,mobile,0,0,0.0,0.88
1197,u16456,7,4,0,0,mobile,0,0,0.0,0.5714285714285714
1198,u16468,13,8,5,0,mobile,0,0,0.0,0.6153846153846154
1199,u16469,433,291,434,14,mobile,0,0,0.0,0.6720554272517321
1200,u16478,6,3,0,0,mobile,0,0,0.0,0.5
1201,u16479,77,54,71,15,mobile,36,0,0.0,0.7012987012987013
1202,u16480,20,12,13,7,mobile,2,0,0.0,0.6
1203,u16481,413,221,526,6,mobile,64,0,0.0,0.5351089588377724
1204,u16483,21,13,11,0,mobile,9,0,0.0,0.6190476190476191
1205,u16484,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1206,u16485,8,2,0,0,web,18,0,0.0,0.25
1207,u16486,94,51,87,3,mobile,3,0,0.0,0.5425531914893617
1208,u16490,27,20,20,0,web,0,0,0.0,0.7407407407407407
1209,u16491,74,33,63,3,Unknown,20,1,1200.0,0.44594594594594594
1210,u16492,10,8,0,0,web,0,0,0.0,0.8
1211,u16493,298,179,286,5,Unknown,2,1,1200.0,0.6006711409395973
1212,u164930,8,3,0,0,mobile,0,0,0.0,0.375
1213,u164931,127,85,122,4,mobile,38,0,0.0,0.6692913385826772
1214,u164932,5,2,0,0,web,0,0,0.0,0.4
1215,u16495,94,47,98,0,mobile,164,0,0.0,0.5
1216,u16496,37,21,38,0,mobile,41,1,720.0,0.5675675675675675
1217,u16497,122,83,116,2,mobile,8,0,0.0,0.680327868852459
1218,u16508,970,840,452,9,web,0,2,2400.0,0.865979381443299
1219,u165169,131,87,45,1,web,1,1,2400.0,0.6641221374045801
1220,u16522,7,1,0,0,mobile,0,0,0.0,0.14285714285714285
1221,u16523,67,36,30,6,Unknown,2,1,2160.0,0.5373134328358209
1222,u16525,9,2,0,0,web,0,1,1440.0,0.2222222222222222
1223,u16531,157,79,147,0,mobile,0,0,0.0,0.5031847133757962
1224,u16532,5,5,5,0,mobile,0,0,0.0,1.0
1225,u16534,15,12,17,0,Unknown,0,1,4320.0,0.8
1226,u16535,6,4,0,0,web,0,0,0.0,0.6666666666666666
1227,u16537,314,205,312,36,mobile,2,1,1200.0,0.6528662420382165
1228,u1654,18,10,10,4,web,1,0,0.0,0.5555555555555556
1229,u1655,957,711,1004,9,mobile,466,1,2880.0,0.7429467084639498
1230,u16557,163,90,111,12,web,91,1,1200.0,0.5521472392638037
1231,u16580,5,2,6,5,Unknown,2,1,1200.0,0.4
1232,u16594,129,89,139,5,mobile,87,0,0.0,0.689922480620155
1233,u166,212,141,201,3,mobile,108,2,4080.0,0.6650943396226415
1234,u16620,448,308,505,0,mobile,32,0,0.0,0.6875
1235,u16621,803,461,814,22,mobile,128,0,0.0,0.5740971357409713
1236,u16634,13,5,2,0,mobile,0,0,0.0,0.38461538461538464
1237,u16635,453,216,166,14,Unknown,189,2,4800.0,0.4768211920529801
1238,u16641,242,155,239,24,mobile,0,0,0.0,0.640495867768595
1239,u16644,7,2,6,0,mobile,0,0,0.0,0.2857142857142857
1240,u16646,478,249,504,31,Unknown,495,0,0.0,0.5209205020920502
1241,u16647,6,3,0,0,mobile,0,0,0.0,0.5
1242,u16650,46,40,52,0,mobile,58,0,0.0,0.8695652173913043
1243,u16651,1139,762,1129,0,mobile,4,0,0.0,0.66900790166813
1244,u16655,7,2,4,0,Unknown,2,1,2400.0,0.2857142857142857
1245,u16656,9,5,0,0,mobile,2,0,0.0,0.5555555555555556
1246,u1668,108,66,109,10,Unknown,106,1,1200.0,0.6111111111111112
1247,u16680,6,5,0,0,mobile,1,0,0.0,0.8333333333333334
1248,u16682,115,84,113,3,mobile,0,0,0.0,0.7304347826086957
1249,u16686,158,99,150,0,mobile,2,0,0.0,0.6265822784810127
1250,u1669,14,5,10,2,mobile,1,0,0.0,0.35714285714285715
1251,u16692,208,118,199,8,mobile,16,0,0.0,0.5673076923076923
1252,u16693,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
1253,u16694,7,5,2,1,mobile,0,0,0.0,0.7142857142857143
1254,u167,33,13,25,1,mobile,0,0,0.0,0.3939393939393939
1255,u16718,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1256,u16720,99,49,92,10,mobile,2,1,8640.0,0.494949494949495
1257,u16721,154,114,148,1,mobile,0,1,1200.0,0.7402597402597403
1258,u16723,33,19,27,0,mobile,21,0,0.0,0.5757575757575758
1259,u16725,88,39,81,6,mobile,0,0,0.0,0.4431818181818182
1260,u16727,6,4,0,0,mobile,0,0,0.0,0.6666666666666666
1261,u16731,9,4,0,0,mobile,0,0,0.0,0.4444444444444444
1262,u16733,6,3,0,0,web,0,2,2400.0,0.5
1263,u16740,100,55,60,15,web,0,1,2400.0,0.55
1264,u16754,86,29,43,0,mobile,12,1,2400.0,0.3372093023255814
1265,u16783,1216,882,616,36,Unknown,0,1,2400.0,0.725328947368421
1266,u16812,5,2,0,0,mobile,0,0,0.0,0.4
1267,u1682,117,79,112,6,mobile,26,0,0.0,0.6752136752136753
1268,u1683,2797,1913,2547,155,Unknown,3455,1,4320.0,0.6839470861637469
1269,u16848,141,97,133,6,mobile,4,0,0.0,0.6879432624113475
1270,u16849,11,1,0,0,mobile,0,0,0.0,0.09090909090909091
1271,u16858,361,193,359,1,mobile,3,0,0.0,0.5346260387811634
1272,u16860,10,3,0,0,mobile,0,0,0.0,0.3
1273,u16861,478,289,479,11,Unknown,1,4,5760.0,0.604602510460251
1274,u16862,7,1,9,15,mobile,1,0,0.0,0.14285714285714285
1275,u16863,71,41,84,2,mobile,1,0,0.0,0.5774647887323944
1276,u16867,259,169,251,13,mobile,0,0,0.0,0.6525096525096525
1277,u16877,6,3,0,0,mobile,0,0,0.0,0.5
1278,u16889,1307,816,1385,58,mobile,1243,1,4320.0,0.6243305279265493
1279,u16898,40,29,37,2,web,18,1,1800.0,0.725
1280,u16901,234,158,279,11,Unknown,471,1,1200.0,0.6752136752136753
1281,u16903,559,408,499,38,Unknown,427,1,1200.0,0.7298747763864043
1282,u16904,844,529,849,63,Unknown,47,1,4320.0,0.6267772511848341
1283,u16905,739,581,572,21,Unknown,9,3,3600.0,0.7861975642760487
1284,u16906,1,1,0,0,web,0,0,0.0,1.0
1285,u16911,33,16,22,1,mobile,0,0,0.0,0.48484848484848486
1286,u16913,8,7,0,0,mobile,0,0,0.0,0.875
1287,u16928,380,203,286,10,Unknown,95,1,1800.0,0.5342105263157895
1288,u16929,820,532,826,0,mobile,16,0,0.0,0.6487804878048781
1289,u1696,1250,850,1254,33,Unknown,0,2,6720.0,0.68
1290,u1697,38,14,29,0,mobile,1,0,0.0,0.3684210526315789
1291,u16998,1200,789,1161,9,Unknown,555,1,1440.0,0.6575
1292,u170,60,36,53,14,mobile,0,1,2400.0,0.6
1293,u17000,180,119,162,11,Unknown,36,3,7920.0,0.6611111111111111
1294,u17001,65,40,59,1,mobile,24,1,1200.0,0.6153846153846154
1295,u17005,65,37,63,2,mobile,58,0,0.0,0.5692307692307692
1296,u17006,7,5,1,0,mobile,0,1,1200.0,0.7142857142857143
1297,u17010,9,3,0,0,mobile,0,0,0.0,0.3333333333333333
1298,u17013,461,274,269,17,Unknown,0,1,720.0,0.5943600867678959
1299,u17015,1605,1217,1600,73,mobile,250,1,2400.0,0.7582554517133956
1300,u17017,11,8,1,0,mobile,0,0,0.0,0.7272727272727273
1301,u17038,7,2,0,0,mobile,0,2,1920.0,0.2857142857142857
1302,u17039,42,25,33,0,mobile,2,0,0.0,0.5952380952380952
1303,u17072,20,9,18,0,mobile,22,0,0.0,0.45
1304,u1708,473,357,482,56,Unknown,171,1,1440.0,0.7547568710359408
1305,u1709,8,3,7,0,mobile,0,0,0.0,0.375
1306,u17098,219,161,214,1,mobile,0,0,0.0,0.7351598173515982
1307,u171,16,5,5,5,mobile,0,0,0.0,0.3125
1308,u17106,246,175,242,3,mobile,68,0,0.0,0.7113821138211383
1309,u17107,164,117,162,2,mobile,3,0,0.0,0.7134146341463414
1310,u17112,949,612,976,11,mobile,1,0,0.0,0.6448893572181243
1311,u17159,3,0,0,0,mobile,0,0,0.0,0.0
1312,u17161,19,10,10,0,mobile,0,0,0.0,0.5263157894736842
1313,u17163,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1314,u17170,5,3,0,0,mobile,2,0,0.0,0.6
1315,u17172,193,109,212,6,mobile,226,0,0.0,0.5647668393782384
1316,u17188,6,2,0,0,Unknown,0,1,1200.0,0.3333333333333333
1317,u172,7,3,0,1,mobile,3,0,0.0,0.42857142857142855
1318,u1720,341,227,229,4,Unknown,52,1,1440.0,0.6656891495601173
1319,u17200,2,1,0,0,mobile,2,0,0.0,0.5
1320,u17201,19,14,6,0,mobile,2,0,0.0,0.7368421052631579
1321,u17203,12,9,4,0,mobile,0,0,0.0,0.75
1322,u17204,48,18,11,1,Unknown,39,1,3600.0,0.375
1323,u17206,10,4,0,0,web,1,0,0.0,0.4
1324,u1721,46,29,40,5,mobile,14,0,0.0,0.6304347826086957
1325,u17229,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1326,u17258,48,17,23,0,web,44,1,2400.0,0.3541666666666667
1327,u173,36,19,29,2,mobile,10,0,0.0,0.5277777777777778
1328,u17310,890,492,979,1,mobile,126,0,0.0,0.5528089887640449
1329,u17338,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
1330,u1734,50,29,51,2,mobile,53,0,0.0,0.58
1331,u17349,1,0,0,0,mobile,0,0,0.0,0.0
1332,u1735,319,187,319,0,mobile,8,0,0.0,0.5862068965517241
1333,u17360,11,4,11,1,Unknown,0,3,3600.0,0.36363636363636365
1334,u17362,4,1,0,0,mobile,0,0,0.0,0.25
1335,u17363,7,2,0,0,web,6,0,0.0,0.2857142857142857
1336,u17367,8,3,0,0,mobile,0,0,0.0,0.375
1337,u17372,107,65,102,1,Unknown,4,1,1200.0,0.6074766355140186
1338,u17374,5,3,0,0,mobile,2,0,0.0,0.6
1339,u17376,7,3,2,0,mobile,1,0,0.0,0.42857142857142855
1340,u17399,6,4,0,0,web,0,0,0.0,0.6666666666666666
1341,u174,320,199,323,10,mobile,1,0,0.0,0.621875
1342,u1740,1595,925,971,54,Unknown,192,1,1200.0,0.5799373040752351
1343,u17401,1865,944,1869,52,mobile,360,1,4320.0,0.5061662198391421
1344,u17403,6,2,0,0,Unknown,0,1,2400.0,0.3333333333333333
1345,u17405,9,2,5,0,mobile,0,0,0.0,0.2222222222222222
1346,u17406,10,6,0,0,web,3,0,0.0,0.6
1347,u1741,743,556,405,13,web,356,1,1440.0,0.7483176312247645
1348,u17413,8,4,0,0,mobile,0,0,0.0,0.5
1349,u17414,45,27,42,3,mobile,3,0,0.0,0.6
1350,u17415,1933,1112,2012,126,mobile,1420,0,0.0,0.5752715985514744
1351,u17416,148,105,137,1,mobile,4,1,1800.0,0.7094594594594594
1352,u17417,21,12,20,3,Unknown,4,2,5520.0,0.5714285714285714
1353,u17428,6,2,0,0,web,0,0,0.0,0.3333333333333333
1354,u17429,2516,1384,2548,46,Unknown,1322,1,5040.0,0.5500794912559619
1355,u1743,204,124,125,0,Unknown,14,1,1440.0,0.6078431372549019
1356,u1744,158,97,165,3,mobile,78,0,0.0,0.6139240506329114
1357,u1745,35,22,34,2,mobile,34,0,0.0,0.6285714285714286
1358,u1747,103,55,186,69,Unknown,0,1,1200.0,0.5339805825242718
1359,u17476,7,2,0,0,mobile,0,1,1200.0,0.2857142857142857
1360,u175,7,4,0,0,mobile,1,0,0.0,0.5714285714285714
1361,u1750,100,70,91,6,mobile,0,1,2400.0,0.7
1362,u17502,376,280,182,6,Unknown,92,2,1440.0,0.7446808510638298
1363,u17503,6,2,0,0,mobile,0,0,0.0,0.3333333333333333
1364,u17516,8,4,0,0,web,12,0,0.0,0.5
1365,u1752,10,5,13,3,mobile,0,0,0.0,0.5
1366,u1753,307,213,302,46,Unknown,165,1,1200.0,0.6938110749185668
1367,u1754,371,276,247,4,Unknown,174,1,1440.0,0.7439353099730458
1368,u17548,8,4,0,0,mobile,0,0,0.0,0.5
1369,u1755,978,745,956,56,mobile,0,1,2880.0,0.7617586912065439
1370,u17558,79,50,77,0,Unknown,18,2,4320.0,0.6329113924050633
1371,u1756,12,5,1,1,mobile,0,1,2400.0,0.4166666666666667
1372,u17560,8,2,0,0,mobile,0,0,0.0,0.25
1373,u17561,8,3,2,8,mobile,0,1,2400.0,0.375
1374,u17562,7,1,1,0,mobile,0,1,2400.0,0.14285714285714285
1375,u17564,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
1376,u17565,16,6,6,0,mobile,0,0,0.0,0.375
1377,u1757,90,66,91,9,Unknown,41,1,1200.0,0.7333333333333333
1378,u17570,83,40,78,0,mobile,1,0,0.0,0.4819277108433735
1379,u17575,7,5,0,0,mobile,1,0,0.0,0.7142857142857143
1380,u17588,373,221,379,0,mobile,5,0,0.0,0.5924932975871313
1381,u17598,6,4,0,0,web,3,0,0.0,0.6666666666666666
1382,u17602,219,139,218,14,mobile,169,0,0.0,0.634703196347032
1383,u17604,6,3,0,0,mobile,0,0,0.0,0.5
1384,u17605,7,5,2,0,mobile,0,0,0.0,0.7142857142857143
1385,u17607,221,131,213,27,mobile,1,1,1200.0,0.5927601809954751
1386,u17612,1,0,0,0,web,1,0,0.0,0.0
1387,u17615,474,322,469,20,mobile,61,1,3600.0,0.679324894514768
1388,u17616,27,16,19,0,web,8,0,0.0,0.5925925925925926
1389,u17617,177,89,168,3,mobile,1,0,0.0,0.5028248587570622
1390,u17628,64,37,56,0,mobile,6,0,0.0,0.578125
1391,u17629,4,1,0,0,web,0,0,0.0,0.25
1392,u17638,19,8,9,0,web,3,1,2400.0,0.42105263157894735
1393,u17639,10,4,0,0,mobile,0,0,0.0,0.4
1394,u17648,39,20,39,0,mobile,6,0,0.0,0.5128205128205128
1395,u17660,49,26,42,0,mobile,0,0,0.0,0.5306122448979592
1396,u1768,792,494,755,7,web,107,1,4320.0,0.6237373737373737
1397,u1769,111,37,684,40,mobile,4668,0,0.0,0.3333333333333333
1398,u177,868,511,593,55,mobile,87,1,1440.0,0.5887096774193549
1399,u17700,260,209,155,1,Unknown,3,1,1200.0,0.8038461538461539
1400,u17701,23,7,18,0,mobile,2,1,3600.0,0.30434782608695654
1401,u17714,57,24,48,2,mobile,0,0,0.0,0.42105263157894735
1402,u17715,4,1,0,0,mobile,0,0,0.0,0.25
1403,u17728,989,688,1043,15,Unknown,176,1,1200.0,0.6956521739130435
1404,u17729,222,70,99,17,Unknown,11,1,2400.0,0.3153153153153153
1405,u17748,26,12,20,0,mobile,0,0,0.0,0.46153846153846156
1406,u17749,224,151,217,1,mobile,3,0,0.0,0.6741071428571429
1407,u17761,7,2,9,0,web,0,0,0.0,0.2857142857142857
1408,u17765,10,5,0,0,mobile,0,0,0.0,0.5
1409,u17771,4,0,0,0,mobile,0,0,0.0,0.0
1410,u17772,10,6,0,0,web,0,1,2400.0,0.6
1411,u17774,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
1412,u17777,60,47,62,1,mobile,80,0,0.0,0.7833333333333333
1413,u1778,205,121,219,23,Unknown,44,1,2400.0,0.5902439024390244
1414,u1779,161,109,163,4,Unknown,61,1,1440.0,0.6770186335403726
1415,u177901,246,156,260,2,mobile,180,0,0.0,0.6341463414634146
1416,u17798,81,43,84,0,mobile,4,1,2400.0,0.5308641975308642
1417,u17799,29,25,67,2,Unknown,0,1,2400.0,0.8620689655172413
1418,u1780,725,392,718,26,Unknown,2,1,4320.0,0.5406896551724137
1419,u17808,484,302,493,20,mobile,5,0,0.0,0.6239669421487604
1420,u17818,634,437,525,14,Unknown,754,2,7920.0,0.6892744479495269
1421,u17819,9,5,10,6,Unknown,0,1,720.0,0.5555555555555556
1422,u1782,273,184,261,7,mobile,88,1,1200.0,0.673992673992674
1423,u17820,76,49,75,1,mobile,2,0,0.0,0.6447368421052632
1424,u17822,818,519,856,11,Unknown,362,1,4320.0,0.6344743276283619
1425,u17823,1,0,0,0,mobile,0,0,0.0,0.0
1426,u1783,13,7,1,0,mobile,2,0,0.0,0.5384615384615384
1427,u17834,17,12,11,1,mobile,0,1,1200.0,0.7058823529411765
1428,u17835,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
1429,u17837,59,43,52,0,mobile,33,0,0.0,0.7288135593220338
1430,u17846,96,48,96,0,mobile,0,0,0.0,0.5
1431,u1785,654,493,649,3,mobile,0,1,1440.0,0.753822629969419
1432,u17852,26,12,22,0,mobile,0,0,0.0,0.46153846153846156
1433,u1786,1241,801,1221,0,mobile,1,1,1440.0,0.645447219983884
1434,u1787,60,36,49,2,mobile,3,0,0.0,0.6
1435,u17891,2183,1633,2144,135,mobile,9,1,5400.0,0.7480531378836464
1436,u1790,99,73,91,3,mobile,0,1,720.0,0.7373737373737373
1437,u1791,160,97,73,5,mobile,37,1,1200.0,0.60625
1438,u1792,278,132,273,12,mobile,0,0,0.0,0.4748201438848921
1439,u1793,179,121,168,1,mobile,0,0,0.0,0.6759776536312849
1440,u17932,10,4,4,0,mobile,0,0,0.0,0.4
1441,u1794,4319,3435,2623,119,mobile,855,1,2880.0,0.7953229914332022
1442,u17940,359,224,381,8,mobile,76,0,0.0,0.6239554317548747
1443,u17941,7,2,0,0,mobile,0,0,0.0,0.2857142857142857
1444,u17944,6,2,0,0,web,0,0,0.0,0.3333333333333333
1445,u17946,726,413,729,30,web,435,0,0.0,0.568870523415978
1446,u1795,46,27,42,1,mobile,1,1,2400.0,0.5869565217391305
1447,u17950,786,501,650,31,mobile,669,4,8880.0,0.6374045801526718
1448,u17952,8,3,0,0,mobile,0,0,0.0,0.375
1449,u1796,30,20,19,3,Unknown,0,1,2400.0,0.6666666666666666
1450,u17968,42,27,47,0,Unknown,42,1,720.0,0.6428571428571429
1451,u17969,6,3,0,0,mobile,5,0,0.0,0.5
1452,u1797,2633,1799,2640,54,web,497,1,4320.0,0.6832510444360046
1453,u17980,85,50,77,4,mobile,1,0,0.0,0.5882352941176471
1454,u17982,7,3,0,0,mobile,0,0,0.0,0.42857142857142855
1455,u17983,152,80,149,6,mobile,59,0,0.0,0.5263157894736842
1456,u17986,8,4,0,0,mobile,1,0,0.0,0.5
1457,u17990,95,48,96,1,mobile,2,0,0.0,0.5052631578947369
1458,u17994,144,64,140,19,Unknown,0,1,2400.0,0.4444444444444444
1459,u17996,185,136,108,11,Unknown,0,1,4320.0,0.7351351351351352
1460,u1800,75,48,69,0,mobile,0,0,0.0,0.64
1461,u1801,89,56,86,4,Unknown,3,1,1440.0,0.6292134831460674
1462,u1802,5563,3496,5784,335,mobile,7029,3,10320.0,0.6284378932230811
1463,u1803,93,76,106,3,mobile,61,1,720.0,0.8172043010752689
1464,u18037,7,5,0,0,mobile,0,0,0.0,0.7142857142857143
1465,u1804,39,27,31,3,Unknown,0,1,720.0,0.6923076923076923
1466,u18041,936,713,758,51,web,0,1,2400.0,0.7617521367521367
1467,u18042,112,86,109,8,mobile,49,1,1200.0,0.7678571428571429
1468,u18046,10,4,0,0,mobile,0,0,0.0,0.4
1469,u18047,4,2,0,0,mobile,2,0,0.0,0.5
1470,u1805,325,202,335,15,mobile,177,1,720.0,0.6215384615384615
1471,u18052,730,446,721,7,mobile,1,0,0.0,0.6109589041095891
1472,u18053,3,2,0,0,web,0,0,0.0,0.6666666666666666
1473,u18055,59,33,68,0,mobile,14,0,0.0,0.559322033898305
1474,u18057,57,26,65,21,mobile,87,1,720.0,0.45614035087719296
1475,u1806,10,7,4,0,Unknown,0,1,1200.0,0.7
1476,u1807,25,15,19,1,mobile,6,0,0.0,0.6
1477,u18080,7,5,0,0,mobile,2,0,0.0,0.7142857142857143
1478,u18083,56,23,45,1,mobile,3,0,0.0,0.4107142857142857
1479,u18085,285,162,283,9,mobile,78,0,0.0,0.5684210526315789
1480,u18086,6,1,0,0,mobile,0,0,0.0,0.16666666666666666
